pair,f1
2013_Colorado_floods → 2013_West_Texas_explosion,0.3505033242750893
2013_Glasgow_helicopter_c → 2012_Colorado_wildfires,0.45064372237705913
2013_Glasgow_helicopter_c → 2012_Costa_Rica_earthquak,0.49763185220575323
2013_Glasgow_helicopter_c → 2012_Guatemala_earthquake,0.5473329432549385
2013_Glasgow_helicopter_c → 2012_Italy_earthquakes,0.5530841150467497
2013_Glasgow_helicopter_c → 2012_Philipinnes_floods,0.5264415946893597
2013_Glasgow_helicopter_c → 2012_Typhoon_Pablo,0.5341814739740421
2013_Glasgow_helicopter_c → 2012_Venezuela_refinery,0.4907077755100528
2013_Glasgow_helicopter_c → 2013_Alberta_floods,0.4546222180669399
2013_Glasgow_helicopter_c → 2013_Australia_bushfire,0.3960446313926001
2013_Glasgow_helicopter_c → 2013_Bohol_earthquake,0.6114391913860825
2013_Glasgow_helicopter_c → 2013_Boston_bombings,0.4569041505448563
2013_Glasgow_helicopter_c → 2013_Brazil_nightclub_fir,0.621219492879417
2013_Glasgow_helicopter_c → 2013_Colorado_floods,0.47007792231008394
2013_Glasgow_helicopter_c → 2013_Lac_Megantic_train_c,0.47225386529430097
2013_Glasgow_helicopter_c → 2013_LA_airport_shootings,0.37392221431140754
2013_Glasgow_helicopter_c → 2013_Manila_floods,0.49995119441680413
2013_Glasgow_helicopter_c → 2013_NY_train_crash,0.5491161438090836
2013_Glasgow_helicopter_c → 2013_Queensland_floods,0.3927778607270164
2013_Glasgow_helicopter_c → 2013_Russia_meteor,0.47422002810722147
2013_Glasgow_helicopter_c → 2013_Sardinia_floods,0.5416734098499099
2013_Glasgow_helicopter_c → 2013_Savar_building_colla,0.5480153657195082
2013_Glasgow_helicopter_c → 2013_Singapore_haze,0.3456501539361169
2013_Glasgow_helicopter_c → 2013_Spain_train_crash,0.4965090562534707
2013_Glasgow_helicopter_c → 2013_Typhoon_Yolanda,0.5988158839502032
2013_Glasgow_helicopter_c → 2013_West_Texas_explosion,0.45330117633608963
2013_Lac_Megantic_train_c → 2012_Colorado_wildfires,0.4200742288092506
2013_Lac_Megantic_train_c → 2012_Costa_Rica_earthquak,0.4905581352888324
2013_Lac_Megantic_train_c → 2012_Guatemala_earthquake,0.5566269329048233
2013_Lac_Megantic_train_c → 2012_Italy_earthquakes,0.5891209487833793
2013_Lac_Megantic_train_c → 2012_Philipinnes_floods,0.52883969867495
2013_Lac_Megantic_train_c → 2012_Typhoon_Pablo,0.48412071524220884
2013_Lac_Megantic_train_c → 2012_Venezuela_refinery,0.5185900537634409
2013_Lac_Megantic_train_c → 2013_Alberta_floods,0.4484000761203516
2013_Lac_Megantic_train_c → 2013_Australia_bushfire,0.3840913956667345
2013_Lac_Megantic_train_c → 2013_Bohol_earthquake,0.5715941685747542
2013_Lac_Megantic_train_c → 2013_Boston_bombings,0.38315052943418726
2013_Lac_Megantic_train_c → 2013_Brazil_nightclub_fir,0.6017101874708339
2013_Lac_Megantic_train_c → 2013_Colorado_floods,0.45490658543768686
2013_Lac_Megantic_train_c → 2013_Glasgow_helicopter_c,0.4546940975040791
2013_Lac_Megantic_train_c → 2013_LA_airport_shootings,0.3482783555319799
2013_Lac_Megantic_train_c → 2013_Manila_floods,0.4704403195436586
2013_Lac_Megantic_train_c → 2013_NY_train_crash,0.532435372817024
2013_Lac_Megantic_train_c → 2013_Queensland_floods,0.3312197575689081
2013_Lac_Megantic_train_c → 2013_Russia_meteor,0.43741351608037377
2013_Lac_Megantic_train_c → 2013_Sardinia_floods,0.60270732648615
2013_Lac_Megantic_train_c → 2013_Savar_building_colla,0.5503509319317673
2013_Lac_Megantic_train_c → 2013_Singapore_haze,0.30363099442482805
2013_Lac_Megantic_train_c → 2013_Spain_train_crash,0.4977072051216514
2013_Lac_Megantic_train_c → 2013_Typhoon_Yolanda,0.5463384534436263
2013_Lac_Megantic_train_c → 2013_West_Texas_explosion,0.38332387668538664
2013_LA_airport_shootings → 2012_Colorado_wildfires,0.40996705642361814
2013_LA_airport_shootings → 2012_Costa_Rica_earthquak,0.488884208255744
2013_LA_airport_shootings → 2012_Guatemala_earthquake,0.5678502762730072
2013_LA_airport_shootings → 2012_Italy_earthquakes,0.6097615586334161
2013_LA_airport_shootings → 2012_Philipinnes_floods,0.5095992053596532
2013_LA_airport_shootings → 2012_Typhoon_Pablo,0.4699035378198394
2013_LA_airport_shootings → 2012_Venezuela_refinery,0.49888307384976377
2013_LA_airport_shootings → 2013_Alberta_floods,0.4241260234632485
2013_LA_airport_shootings → 2013_Australia_bushfire,0.3975780403348613
2013_LA_airport_shootings → 2013_Bohol_earthquake,0.5338201007222835
2013_LA_airport_shootings → 2013_Boston_bombings,0.40551517368362355
2013_LA_airport_shootings → 2013_Brazil_nightclub_fir,0.40674580130280036
2013_LA_airport_shootings → 2013_Colorado_floods,0.41103782270201256
2013_LA_airport_shootings → 2013_Glasgow_helicopter_c,0.3502030027616512
2013_LA_airport_shootings → 2013_Lac_Megantic_train_c,0.39322866936629725
2013_LA_airport_shootings → 2013_Manila_floods,0.49526356600405175
2013_LA_airport_shootings → 2013_NY_train_crash,0.3171588342419432
2013_LA_airport_shootings → 2013_Queensland_floods,0.3614021941960415
2013_LA_airport_shootings → 2013_Russia_meteor,0.42881947702790757
2013_LA_airport_shootings → 2013_Sardinia_floods,0.5980192529320045
2013_LA_airport_shootings → 2013_Savar_building_colla,0.3456700465360175
2013_LA_airport_shootings → 2013_Singapore_haze,0.3356814529105408
2013_LA_airport_shootings → 2013_Spain_train_crash,0.41996764084837684
2013_LA_airport_shootings → 2013_Typhoon_Yolanda,0.562835038615039
2013_LA_airport_shootings → 2013_West_Texas_explosion,0.39113878841141125
2013_Manila_floods → 2012_Colorado_wildfires,0.38443562702134876
2013_Manila_floods → 2012_Costa_Rica_earthquak,0.45286511590063616
2013_Manila_floods → 2012_Guatemala_earthquake,0.4785188512861469
2013_Manila_floods → 2012_Italy_earthquakes,0.5400762711864406
2013_Manila_floods → 2012_Philipinnes_floods,0.5402558703845431
2013_Manila_floods → 2012_Typhoon_Pablo,0.43349152033102134
2013_Manila_floods → 2012_Venezuela_refinery,0.44812531328320804
2013_Manila_floods → 2013_Alberta_floods,0.40449245064059475
2013_Manila_floods → 2013_Australia_bushfire,0.3706947365771964
2013_Manila_floods → 2013_Bohol_earthquake,0.4345487942554394
2013_Manila_floods → 2013_Boston_bombings,0.3184018970420543
2013_Manila_floods → 2013_Brazil_nightclub_fir,0.2819504636299863
2013_Manila_floods → 2013_Colorado_floods,0.33828304907333295
2013_Manila_floods → 2013_Glasgow_helicopter_c,0.16235408835239784
2013_Manila_floods → 2013_Lac_Megantic_train_c,0.31917535824830906
2013_Manila_floods → 2013_LA_airport_shootings,0.24035221961459088
2013_Manila_floods → 2013_NY_train_crash,0.08548527477554756
2013_Manila_floods → 2013_Queensland_floods,0.34879338391190867
2013_Manila_floods → 2013_Russia_meteor,0.35296469904592376
2013_Manila_floods → 2013_Sardinia_floods,0.5756534222163555
2013_Manila_floods → 2013_Savar_building_colla,0.20101367819745278
2013_Manila_floods → 2013_Singapore_haze,0.291634489297847
2013_Manila_floods → 2013_Spain_train_crash,0.27582473440930333
2013_Manila_floods → 2013_Typhoon_Yolanda,0.5202768287075173
2013_Manila_floods → 2013_West_Texas_explosion,0.24495237424887378
2013_NY_train_crash → 2012_Colorado_wildfires,0.42498941978965304
2013_NY_train_crash → 2012_Costa_Rica_earthquak,0.2937726280851798
2013_NY_train_crash → 2012_Guatemala_earthquake,0.25727173136626674
2013_NY_train_crash → 2012_Italy_earthquakes,0.31924558354745125
2013_NY_train_crash → 2012_Philipinnes_floods,0.47385399907356657
2013_NY_train_crash → 2012_Typhoon_Pablo,0.4442301343238799
2013_NY_train_crash → 2012_Venezuela_refinery,0.22513322059376176
2013_NY_train_crash → 2013_Alberta_floods,0.44022974469799997
2013_NY_train_crash → 2013_Australia_bushfire,0.37811228241136385
2013_NY_train_crash → 2013_Bohol_earthquake,0.5179980998744218
2013_NY_train_crash → 2013_Boston_bombings,0.39712373312401944
2013_NY_train_crash → 2013_Brazil_nightclub_fir,0.3222001596994328
2013_NY_train_crash → 2013_Colorado_floods,0.4347996027453501
2013_NY_train_crash → 2013_Glasgow_helicopter_c,0.4430509859102165
2013_NY_train_crash → 2013_Lac_Megantic_train_c,0.3266037527514099
2013_NY_train_crash → 2013_LA_airport_shootings,0.3625358685110835
2013_NY_train_crash → 2013_Manila_floods,0.4639947605362275
2013_NY_train_crash → 2013_Queensland_floods,0.37352724864996906
2013_NY_train_crash → 2013_Russia_meteor,0.35096080088194337
2013_NY_train_crash → 2013_Sardinia_floods,0.2727192342423695
2013_NY_train_crash → 2013_Savar_building_colla,0.49116384102306554
2013_NY_train_crash → 2013_Singapore_haze,0.3005293280424386
2013_NY_train_crash → 2013_Spain_train_crash,0.256552782876941
2013_NY_train_crash → 2013_Typhoon_Yolanda,0.5395971678936746
2013_NY_train_crash → 2013_West_Texas_explosion,0.4457882682543993
2013_Queensland_floods → 2012_Colorado_wildfires,0.48063947185170414
2013_Queensland_floods → 2012_Costa_Rica_earthquak,0.5499953086031153
2013_Queensland_floods → 2012_Guatemala_earthquake,0.5441559286403624
2013_Queensland_floods → 2012_Italy_earthquakes,0.5873021797545291
2013_Queensland_floods → 2012_Philipinnes_floods,0.5929779123101108
2013_Queensland_floods → 2012_Typhoon_Pablo,0.5530462097440316
2013_Queensland_floods → 2012_Venezuela_refinery,0.4960788352499355
2013_Queensland_floods → 2013_Alberta_floods,0.47896316045801346
2013_Queensland_floods → 2013_Australia_bushfire,0.4099581468452392
2013_Queensland_floods → 2013_Bohol_earthquake,0.5839463394448688
2013_Queensland_floods → 2013_Boston_bombings,0.3969467158308789
2013_Queensland_floods → 2013_Brazil_nightclub_fir,0.3652487251377449
2013_Queensland_floods → 2013_Colorado_floods,0.5040754803291179
2013_Queensland_floods → 2013_Glasgow_helicopter_c,0.28314726088268133
2013_Queensland_floods → 2013_Lac_Megantic_train_c,0.4572912628167231
2013_Queensland_floods → 2013_LA_airport_shootings,0.33828568077981197
2013_Queensland_floods → 2013_Manila_floods,0.5496124197699513
2013_Queensland_floods → 2013_NY_train_crash,0.2533821943734247
2013_Queensland_floods → 2013_Russia_meteor,0.4539644741339221
2013_Queensland_floods → 2013_Sardinia_floods,0.5999630854632476
2013_Queensland_floods → 2013_Savar_building_colla,0.41497050717600875
2013_Queensland_floods → 2013_Singapore_haze,0.38916088987013087
2013_Queensland_floods → 2013_Spain_train_crash,0.3693281827439379
2013_Queensland_floods → 2013_Typhoon_Yolanda,0.5578320734678573
2013_Queensland_floods → 2013_West_Texas_explosion,0.3893780195088779
2013_Russia_meteor → 2012_Colorado_wildfires,0.45023271016538285
2013_Russia_meteor → 2012_Costa_Rica_earthquak,0.49790654081846675
2013_Russia_meteor → 2012_Guatemala_earthquake,0.5434344009414939
2013_Russia_meteor → 2012_Italy_earthquakes,0.5947159039623731
2013_Russia_meteor → 2012_Philipinnes_floods,0.5160482288853833
2013_Russia_meteor → 2012_Typhoon_Pablo,0.48217223351941796
2013_Russia_meteor → 2012_Venezuela_refinery,0.5032406304004323
2013_Russia_meteor → 2013_Alberta_floods,0.4437614911175595
2013_Russia_meteor → 2013_Australia_bushfire,0.4228064021069457
2013_Russia_meteor → 2013_Bohol_earthquake,0.5188223125825402
2013_Russia_meteor → 2013_Boston_bombings,0.41275237314677427
2013_Russia_meteor → 2013_Brazil_nightclub_fir,0.47645002608007175
2013_Russia_meteor → 2013_Colorado_floods,0.4158580197054779
2013_Russia_meteor → 2013_Glasgow_helicopter_c,0.305465615240482
2013_Russia_meteor → 2013_Lac_Megantic_train_c,0.40998911888240563
2013_Russia_meteor → 2013_LA_airport_shootings,0.3633662427670326
2013_Russia_meteor → 2013_Manila_floods,0.5158581237921933
2013_Russia_meteor → 2013_NY_train_crash,0.41385685849518145
2013_Russia_meteor → 2013_Queensland_floods,0.4094490028424535
2013_Russia_meteor → 2013_Sardinia_floods,0.5827312883435583
2013_Russia_meteor → 2013_Savar_building_colla,0.34218199717370373
2013_Russia_meteor → 2013_Singapore_haze,0.4100269284092243
2013_Russia_meteor → 2013_Spain_train_crash,0.41094726641996643
2013_Russia_meteor → 2013_Typhoon_Yolanda,0.5411218202769476
2013_Russia_meteor → 2013_West_Texas_explosion,0.4313511519740344
2013_Sardinia_floods → 2012_Colorado_wildfires,0.3810751915708812
2013_Sardinia_floods → 2012_Costa_Rica_earthquak,0.4519737091453924
2013_Sardinia_floods → 2012_Guatemala_earthquake,0.5269984594018541
2013_Sardinia_floods → 2012_Italy_earthquakes,0.660131617840663
2013_Sardinia_floods → 2012_Philipinnes_floods,0.5264071525111264
2013_Sardinia_floods → 2012_Typhoon_Pablo,0.4083703978083883
2013_Sardinia_floods → 2012_Venezuela_refinery,0.46668475832897677
2013_Sardinia_floods → 2013_Alberta_floods,0.41369075543159356
2013_Sardinia_floods → 2013_Australia_bushfire,0.347812589836522
2013_Sardinia_floods → 2013_Bohol_earthquake,0.4617351959823784
2013_Sardinia_floods → 2013_Boston_bombings,0.3497879693727711
2013_Sardinia_floods → 2013_Brazil_nightclub_fir,0.3735536323105166
2013_Sardinia_floods → 2013_Colorado_floods,0.38474816815286617
2013_Sardinia_floods → 2013_Glasgow_helicopter_c,0.2742799201699608
2013_Sardinia_floods → 2013_Lac_Megantic_train_c,0.3884410588904273
2013_Sardinia_floods → 2013_LA_airport_shootings,0.2612345791361568
2013_Sardinia_floods → 2013_Manila_floods,0.4690381916329284
2013_Sardinia_floods → 2013_NY_train_crash,0.2309671850169966
2013_Sardinia_floods → 2013_Queensland_floods,0.325295218103348
2013_Sardinia_floods → 2013_Russia_meteor,0.3638741793769517
2013_Sardinia_floods → 2013_Savar_building_colla,0.2629619611522863
2013_Sardinia_floods → 2013_Singapore_haze,0.2750795317503223
2013_Sardinia_floods → 2013_Spain_train_crash,0.3842655781102021
2013_Sardinia_floods → 2013_Typhoon_Yolanda,0.5236039101017674
2013_Sardinia_floods → 2013_West_Texas_explosion,0.2706944023401144
2013_Savar_building_colla → 2012_Colorado_wildfires,0.4538885530538225
2013_Savar_building_colla → 2012_Costa_Rica_earthquak,0.4968890683243794
2013_Savar_building_colla → 2012_Guatemala_earthquake,0.5827271334956262
2013_Savar_building_colla → 2012_Italy_earthquakes,0.6388124140677384
2013_Savar_building_colla → 2012_Philipinnes_floods,0.5181846202801491
2013_Savar_building_colla → 2012_Typhoon_Pablo,0.5221751334271016
2013_Savar_building_colla → 2012_Venezuela_refinery,0.5413079579089356
2013_Savar_building_colla → 2013_Alberta_floods,0.4587477495034892
2013_Savar_building_colla → 2013_Australia_bushfire,0.41611726537863836
2013_Savar_building_colla → 2013_Bohol_earthquake,0.5947680314451391
2013_Savar_building_colla → 2013_Boston_bombings,0.4078510026232715
2013_Savar_building_colla → 2013_Brazil_nightclub_fir,0.5350777319140549
2013_Savar_building_colla → 2013_Colorado_floods,0.4500531623760486
2013_Savar_building_colla → 2013_Glasgow_helicopter_c,0.43939101082667187
2013_Savar_building_colla → 2013_Lac_Megantic_train_c,0.4843827105338537
2013_Savar_building_colla → 2013_LA_airport_shootings,0.3938611057757283
2013_Savar_building_colla → 2013_Manila_floods,0.5032782676786773
2013_Savar_building_colla → 2013_NY_train_crash,0.48897610369206596
2013_Savar_building_colla → 2013_Queensland_floods,0.3775726335734747
2013_Savar_building_colla → 2013_Russia_meteor,0.46697273016678376
2013_Savar_building_colla → 2013_Sardinia_floods,0.6478324725038016
2013_Savar_building_colla → 2013_Singapore_haze,0.3351370886713355
2013_Savar_building_colla → 2013_Spain_train_crash,0.4859988327675426
2013_Savar_building_colla → 2013_Typhoon_Yolanda,0.5711306179958265
2013_Savar_building_colla → 2013_West_Texas_explosion,0.4221498573455103
2013_Singapore_haze → 2012_Colorado_wildfires,0.4189123585490113
2013_Singapore_haze → 2012_Costa_Rica_earthquak,0.47961498853108675
2013_Singapore_haze → 2012_Guatemala_earthquake,0.5004206949755421
2013_Singapore_haze → 2012_Italy_earthquakes,0.5595376540480934
2013_Singapore_haze → 2012_Philipinnes_floods,0.5385559339463888
2013_Singapore_haze → 2012_Typhoon_Pablo,0.4171215478317325
2013_Singapore_haze → 2012_Venezuela_refinery,0.4745274096442568
2013_Singapore_haze → 2013_Alberta_floods,0.4451290869302205
2013_Singapore_haze → 2013_Australia_bushfire,0.4287836870148753
2013_Singapore_haze → 2013_Bohol_earthquake,0.4369817444341651
2013_Singapore_haze → 2013_Boston_bombings,0.3654067190777623
2013_Singapore_haze → 2013_Brazil_nightclub_fir,0.3436492659248315
2013_Singapore_haze → 2013_Colorado_floods,0.36996573523730275
2013_Singapore_haze → 2013_Glasgow_helicopter_c,0.2355252191262994
2013_Singapore_haze → 2013_Lac_Megantic_train_c,0.33117083507505346
2013_Singapore_haze → 2013_LA_airport_shootings,0.26670386698563114
2013_Singapore_haze → 2013_Manila_floods,0.5285338917495735
2013_Singapore_haze → 2013_NY_train_crash,0.11230279369783586
2013_Singapore_haze → 2013_Queensland_floods,0.3808422090803685
2013_Singapore_haze → 2013_Russia_meteor,0.44569414797155027
2013_Singapore_haze → 2013_Sardinia_floods,0.546148410721403
2013_Singapore_haze → 2013_Savar_building_colla,0.2143298361863834
2013_Singapore_haze → 2013_Spain_train_crash,0.30617623249375053
2013_Singapore_haze → 2013_Typhoon_Yolanda,0.5247763726332514
2013_Singapore_haze → 2013_West_Texas_explosion,0.3276695648814695
2013_Spain_train_crash → 2012_Colorado_wildfires,0.2967750041333516
2013_Spain_train_crash → 2012_Costa_Rica_earthquak,0.47024897018743467
2013_Spain_train_crash → 2012_Guatemala_earthquake,0.6046322679229299
2013_Spain_train_crash → 2012_Italy_earthquakes,0.5726138561228098
2013_Spain_train_crash → 2012_Philipinnes_floods,0.42463573069658256
2013_Spain_train_crash → 2012_Typhoon_Pablo,0.3852548090976306
2013_Spain_train_crash → 2012_Venezuela_refinery,0.6024170095277394
2013_Spain_train_crash → 2013_Alberta_floods,0.30562902957960686
2013_Spain_train_crash → 2013_Australia_bushfire,0.24653121606152878
2013_Spain_train_crash → 2013_Bohol_earthquake,0.5629684128377719
2013_Spain_train_crash → 2013_Boston_bombings,0.3733896699667097
2013_Spain_train_crash → 2013_Brazil_nightclub_fir,0.6019081116059533
2013_Spain_train_crash → 2013_Colorado_floods,0.3487239848704966
2013_Spain_train_crash → 2013_Glasgow_helicopter_c,0.3960361947078323
2013_Spain_train_crash → 2013_Lac_Megantic_train_c,0.48759562187457717
2013_Spain_train_crash → 2013_LA_airport_shootings,0.26028838240050206
2013_Spain_train_crash → 2013_Manila_floods,0.3700913124171454
2013_Spain_train_crash → 2013_NY_train_crash,0.4511375815459597
2013_Spain_train_crash → 2013_Queensland_floods,0.25212963737428135
2013_Spain_train_crash → 2013_Russia_meteor,0.37579246133784705
2013_Spain_train_crash → 2013_Sardinia_floods,0.5639932420572404
2013_Spain_train_crash → 2013_Savar_building_colla,0.49210499747162073
2013_Spain_train_crash → 2013_Singapore_haze,0.18776535406188086
2013_Spain_train_crash → 2013_Typhoon_Yolanda,0.3772468131920247
2013_Spain_train_crash → 2013_West_Texas_explosion,0.32995219549180627
2013_Typhoon_Yolanda → 2012_Colorado_wildfires,0.3850569494117208
2013_Typhoon_Yolanda → 2012_Costa_Rica_earthquak,0.46227398635735784
2013_Typhoon_Yolanda → 2012_Guatemala_earthquake,0.5250529297954671
2013_Typhoon_Yolanda → 2012_Italy_earthquakes,0.5670903361344538
2013_Typhoon_Yolanda → 2012_Philipinnes_floods,0.5219389196411529
2013_Typhoon_Yolanda → 2012_Typhoon_Pablo,0.512618035216113
2013_Typhoon_Yolanda → 2012_Venezuela_refinery,0.46064087661496317
2013_Typhoon_Yolanda → 2013_Alberta_floods,0.4021731692884438
2013_Typhoon_Yolanda → 2013_Australia_bushfire,0.376257764179711
2013_Typhoon_Yolanda → 2013_Bohol_earthquake,0.544053566488752
2013_Typhoon_Yolanda → 2013_Boston_bombings,0.3389438269836087
2013_Typhoon_Yolanda → 2013_Brazil_nightclub_fir,0.36970057347670243
2013_Typhoon_Yolanda → 2013_Colorado_floods,0.35121320358518904
2013_Typhoon_Yolanda → 2013_Glasgow_helicopter_c,0.31690185038976565
2013_Typhoon_Yolanda → 2013_Lac_Megantic_train_c,0.38886528137478593
2013_Typhoon_Yolanda → 2013_LA_airport_shootings,0.26543464179807186
2013_Typhoon_Yolanda → 2013_Manila_floods,0.5141542487684728
2013_Typhoon_Yolanda → 2013_NY_train_crash,0.25544509197304366
2013_Typhoon_Yolanda → 2013_Queensland_floods,0.2947945762060385
2013_Typhoon_Yolanda → 2013_Russia_meteor,0.381956600147395
2013_Typhoon_Yolanda → 2013_Sardinia_floods,0.607288472145615
2013_Typhoon_Yolanda → 2013_Savar_building_colla,0.4420434454339016
2013_Typhoon_Yolanda → 2013_Singapore_haze,0.2913840131219375
2013_Typhoon_Yolanda → 2013_Spain_train_crash,0.39060227764667743
2013_Typhoon_Yolanda → 2013_West_Texas_explosion,0.3047188409761262
2013_West_Texas_explosion → 2012_Colorado_wildfires,0.4552692271588358
2013_West_Texas_explosion → 2012_Costa_Rica_earthquak,0.46661987212988426
2013_West_Texas_explosion → 2012_Guatemala_earthquake,0.5155959786861634
2013_West_Texas_explosion → 2012_Italy_earthquakes,0.6172574446315086
2013_West_Texas_explosion → 2012_Philipinnes_floods,0.5635523663057457
2013_West_Texas_explosion → 2012_Typhoon_Pablo,0.5353055558204429
2013_West_Texas_explosion → 2012_Venezuela_refinery,0.5506591985787604
2013_West_Texas_explosion → 2013_Alberta_floods,0.46494688908829074
2013_West_Texas_explosion → 2013_Australia_bushfire,0.42493630520074316
2013_West_Texas_explosion → 2013_Bohol_earthquake,0.5989583960950506
2013_West_Texas_explosion → 2013_Boston_bombings,0.4432365486176882
2013_West_Texas_explosion → 2013_Brazil_nightclub_fir,0.513507660384376
2013_West_Texas_explosion → 2013_Colorado_floods,0.47092320916900265
2013_West_Texas_explosion → 2013_Glasgow_helicopter_c,0.4405825132822868
2013_West_Texas_explosion → 2013_Lac_Megantic_train_c,0.49718273429239596
2013_West_Texas_explosion → 2013_LA_airport_shootings,0.442535624239212
2013_West_Texas_explosion → 2013_Manila_floods,0.5125602195413391
2013_West_Texas_explosion → 2013_NY_train_crash,0.507183464863125
2013_West_Texas_explosion → 2013_Queensland_floods,0.3908259420633202
2013_West_Texas_explosion → 2013_Russia_meteor,0.5174907648788251
2013_West_Texas_explosion → 2013_Sardinia_floods,0.6219324176335932
2013_West_Texas_explosion → 2013_Savar_building_colla,0.5697393413562873
2013_West_Texas_explosion → 2013_Singapore_haze,0.3347235159406728
2013_West_Texas_explosion → 2013_Spain_train_crash,0.47454265438384075
2013_West_Texas_explosion → 2013_Typhoon_Yolanda,0.6005044986094656
